exhibitor_id,name,booths,hall,description,seeking_funding,funding_amount,investment_stage,revenue,logo_file,featured,tags
001Pp000016acduIAA,NODI,60653,M,"Beautiful, smart products for kids that deliver the perks of smartphones - minus the risks.",Yes,2;000;001-15;000;000,Seed,501;000-1;000;000,001Pp000016acduIAA.png,,
001Pp00001JYtKCIA1,"Noetix Robotics (Beijing) Technology Co., Ltd.",8069,A,"NOETIX Robotics is a technology company specializing in the research, development, and manufacturing of humanoid and bionic robots.  All products come equipped with multiple control interfaces, ready to use out of the box, and support secondary development for various application scenarios.",Yes,>50;000;000,Series A,> 1;000;000,001Pp00001JYtKCIA1.png,,
001Pp00001X8TNzIAN,Olive Corp.,60509,M,"Olive's Emotion AI platform uses machine learning to extract biometric information and identify emotional states in real time. Our cloud-based system is application-agnostic, fully passive and non-contact, and delivers accurate and actionable emotion insights through any device camera.",Yes,250;000-2;000;000,Series A,> 1;000;000,001Pp00001X8TNzIAN.png,,
0013A00001RA2ZXQA1,Onanoff Ltd.,54844,X,"ONANOFF creates award-winning audio products that meet a wide range of listening needs. We are best known for initiating and extending the kids audio category by creating BuddyPhones, the world’s leading kids’ headphone brand.",,,,,0013A00001RA2ZXQA1.png,,
0013000001KbTHGAA3,OpenX,Cosmopolitan Hospitality Suites,ZZ,,No,,,,0013000001KbTHGAA3.PNG,,
001Pp00001NjGSiIAN,P3 labs inc,60833,M,"P3 Labs AI creates interactive, emotionally intelligent digital human avatars that bring storytelling, education, and brand experiences to life. Using advanced AI, real-time 3D animation, and holographic displays, we humanize technology for retail, enterprise, museums, healthcare, sports, entertainment and personal legacy.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001NjGSiIAN.png,,
001Pp00001YXVk5IAH,Parc,62817,M,"Parc is a productivity technology company creating simpler ways to manage work. Our first product, 2-b.ai, is an AI-powered to-do list that lets users drag any content to capture tasks and instantly turns them into clear, actionable steps. It also connects those steps to your favorite tools using AI agents and MCP-based integrations.",Yes,<250;000,Pre-seed,<500;000,001Pp00001YXVk5IAH.png,,
001Pp00001XpahCIAR,PathAble AI,61462,M,"PathAble AI creates AI-driven tools that empower—not replace—support staff who assist people with disabilities to train for, find, and keep meaningful work. We cut paperwork, boost capacity, and improve employment outcomes for job seekers and the organizations that support them.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001XpahCIAR.png,,
001Pp00000EzeflIAB,Persona AI,9137,A,"Persona AI is the rising AI startup in Korea.   Under the mission of 'Deeper Technology, Easier Service', we go for doing benefit everyone's daily life through AI.  We self-developed AI engines and showcase a product as an on-device AI. With original technologies such as natural language, voice, and vision, it is utilized in various domain.",No,,,,001Pp00000EzeflIAB.jpg,,
001Pp00000p8tGUIAY,Play Lab.,61445,M,,,,,,001Pp00000p8tGUIAY.png,,
001Pp00001XoQSDIA3,"PocketDot, Inc.",61458,M,,,,,,001Pp00001XoQSDIA3.png,,
001Pp00000orWWTIA2,Pongbot Limited,56554,X,"Pongbot is an innovative high-tech company with expertise in AI algorithms, robotics, and human-machine interaction,with next-generation smart tennis & pingpong mahcine redefining training, education, and interactive entertainment.",No,,,,001Pp00000orWWTIA2.png,,
0013A00001hEUqiQAG,Postech,61453,M,POSTECH opened its doors in 1986 as the first research-oriented university in Korea to educate the brightest minds in the country and lead the transition of Korea’s higher education from dissemination to creation of knowledge.,,,,,0013A00001hEUqiQAG.JPG,,
001Pp00000E0jzcIAB,RaDoTech Health Technologies,55630,X,"RaDoTech - multifunctional essential health tracker. Reliable, mobile, FDA registered. Get report on 12 vital organs with easy 2 minutes test. Optimize your dieting, sports, supplements, sleep, daily activities with real feedback from your body. Enhance productivity and effectiveness. RaDoTech your ultimate functional health assistant",,,,,001Pp00000E0jzcIAB.jpeg,,
001Pp00000buU7lIAE,Realbotix,9566,A,"Realbotix can replicate a historical figure, a celebrity or bring to life a client's vision for a humanoid robot. Our clients choose what robot they want and customize the details and aesthetics of the robot's appearance and personality. We achieve this through patented technologies that deliver human-like appearance and movements.",Yes,2;000;001-15;000;000,Seed,> 1;000;000,001Pp00000buU7lIAE.png,,
001Pp000003NsNpIAK,"RealMan Intelligent Technology (Beijing) Co., Ltd.",8237,A,"RealMan is a leading high-tech enterprise specializing in the R&D, production, and sales of ultra-lightweight humanoid robotic arms, compound robot and actuators. ealMan’s products are widely applied in industries such as new retail, smart dining, commercial services, healthcare, quality inspection, education and research, manufacturing.",,,,,001Pp000003NsNpIAK.png,,
001Pp00001G66ozIAB,"Redsound Technologies Co., Ltd.",22229,B,"The birth of RED SOUND began with a group of young and energetic technical teams, and we have been committed to the deep insight and persistent exploration of the nature of sound in the audio field. With the firm belief in breaking the shackles of this technology, the team resolutely embarked on a long and arduous research and development",Yes,<250;000,Pre-seed,<500;000,001Pp00001G66ozIAB.jpg,,
001Pp00001TWiazIAD,Reed AI,60459,M,"Part communication decoder ring, part sensory learning coach: Reed AI is like Duolingo for learning from daily life. Created to bridge language & literacy therapy gains with everyday life for millions of families – you just talk and it's transformed into therapist-trusted sensory learning for kids to see, hear, and feel what you meant.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001TWiazIAD.png,,
001Pp00001J1mnnIAB,Rendora LLC,8105,A,,No,,,,001Pp00001J1mnnIAB.png,,
0013000001N8WRIAA3,ROBOTIS,8871,A,"ROBOTIS is a global leader in robotics solutions, specializing in actuators and intelligent platforms. For over 25 years, we have been dedicated to pioneering the field of robotics by developing the industry-standard DYNAMIXEL smart actuators.  We empower engineers to realize their visions in humanoids and the emerging field of Physical AI",No,,,,0013000001N8WRIAA3.png,,
0014V00002JIA29QAH,Rolling Seeds Inc.,53959,X,"Interactive Edutainment Games for Homes & Schools.  RollingSeeds creates tactile play experiences with the 'SEED' interface, seamlessly connected to a tablet PC app for variety of contents.",,,,,0014V00002JIA29QAH.png,,
0013000001KYVBOAA5,Satechi,Wynn Encore Hospitality Suites,P,"Founded in 2005 and headquartered in sunny San Diego, Satechi has quickly grown to become a benchmark brand in offering consumers innovative products. As one of the first consumer electronics companies to design and carry Type-C products and accessories, we have become a leader in the smart device and computer peripheral industries.",,,,,0013000001KYVBOAA5.png,,
001Pp00000SptqOIAR,"Shanghai Sixunited Intelligent Technology Co,Ltd",35239,D,"Sixunited Intelligent‌ (est. 2015) is a global provider of smart IoT & consumer electronics solutions, specializing in R&D, manufacturing, and operation of intelligent hardware/software. Products include laptops, tablets, Mini PCs, AIO PCs, peripherals, servers, IoT devices, and industrial control equipment.",No,,,,001Pp00000SptqOIAR.png,,
001Pp000002b2ZZIAY,"Shenzhen Aiduoduo Technology Co., Ltd.",31946,D,"Aiduoduo Founded in 2019,Aiduoduo is a high-tech subsidiary of Aiduoduo Group, which has been focusing on R&D and sales Of smart technology products for 4 yea rs, integrating R&D, design, manufacturing and sales. The products cover smart education  smart home, DIY design and other fields.",,,,,001Pp000002b2ZZIAY.png,,
0013000001KYVK2AAP,"Shenzhen Geniatech Inc., Ltd.",52159,X,"Geniatech, implements and is responsible for customer lead projects together with its design partners, such as Renesas, Qualcomm, NXP, NVIDIA, STM, Microsoft, Google, Amlogic, Arrow, Future, ON, IBM, Bosch. The process extends in hardware and software from the development of first demonstration samples, to PoC to design industrialization",,,,,0013000001KYVK2AAP.jpg,,
0014V00003nkAdtQAE,"Shenzhen Hangshi Electronic Technology Co., Ltd.",32046,D,,,,,,,,
0013A00001QD5LWQA1,"Shenzhen Huion Trend Technology Co., Ltd.",21444,B,"Founded in 2011, Huion is an innovative technology company that takes electromagnet-ic original handwriting input technology as its core and seeks to reshape the way people live and work by offering professional original handwriting input solutions.",,,,,0013A00001QD5LWQA1.jpg,,
0014V00003OuBI0QAN,"Shenzhen Javoda Technology Co., Ltd.",32000,D,"Javoda Technology Co., Ltd. was established in 2014. It is a high-tech smart  projector enterprise integrating production, R&D and sales. The company mainly  produces LCD projectors and provides high-quality OEM and ODM services to well-known brands at home and abroad for a long time.",,,,,0014V00003OuBI0QAN.jpg,,
001Pp00001WsrVzIAJ,"Shenzhen Jiuxuewang Information technology co.,ltd",36412,D,"Jiuxuewang Group specialize in digital textbook solutions and customized digital resource services,transforming traditional teaching content into interactive digital materials. Tt promotes the adoption of smart education hardware in overseas markets, serving global users through intelligent products like “Happy Chinese learning.”",No,,,,001Pp00001WsrVzIAJ.png,,
0013000001KYVKJAA5,"Shenzhen LVSUN Electronics Technology Co., Ltd.",32003,D,"LVSUN Group, founded in 2003, is a global company based in Shenzhen LongHua. It offers a wide range of products, including USB chargers,PD chargers, AC adapters, innovatecharger smart chargers and more. The company focuses on R&D and independent innovation, holding ISO 9001 certification and over 300 patents.",,,,,0013000001KYVKJAA5.jpg,,
0013000001N9V6RAAV,"Shenzhen Shiling Digital Technology Co.,Ltd",35628,D,"SL was established on May 31, 2005. It was authorized by APPLE MFI in 2014 and the national high-tech enterprise certificate in 2016. The company's main business is including IPhone/Apple tablet peripheral accessories, Android phone/Android tablet wired and wireless keyboard productsR&D, production, sales and related software development.",,,,,0013000001N9V6RAAV.png,,
001Pp00000hQGWcIAO,"Shenzhen Yisu Innovation Technology Co., Ltd.",54673,X,"ACCELaser is a tech company who makes advanced desktop laser tools accessible to everyone, from DIY enthusiasts to small business owners. Meet the HD1, the first dual laser with Flying 3D Galvo, successfully funded on Kickstarter in June 2025. With ACCELaser HD1, you don't choose between speed, size, or versatility. You get it all.",No,,,,001Pp00000hQGWcIAO.png,,
001Pp00000krOrKIAU,"Shenzhen Zhongqing Robotics Technology Co., Ltd.",9363,A,"Shenzhen EngineAI Robotics Technology Co., Ltd. was established in October 2023, with its headquarters located in Shenzhen. It specializes in general intelligent robots and industry scenario solutions, including humanoid robots and other related product R&D.",,,,,001Pp00000krOrKIAU.jpg,,
001Pp00001OOrMdIAL,Shift Crypto AG,51239,X,"BitBox is a privately-held company based in Zurich, Switzerland. Our team of Bitcoin contributors, crypto experts, and security engineers builds products that enable customers to enjoy a stress-free journey from novice to mastery level of cryptocurrency management.",No,,,,001Pp00001OOrMdIAL.png,,
001Pp00001Xdc1xIAB,Stardust Echo,61463,M,"Unicorn Blocks creates AI-powered building blocks that turn play into story-driven adventures for kids ages 3–8. With Sparky, the storytelling block buddy, children build, imagine, and explore magical worlds—while parents enjoy a little calm.",Yes,2;000;001-15;000;000,Seed,<500;000,001Pp00001Xdc1xIAB.png,,
0013000001N9IpvAAF,STM Brands,20734,B,"Creating smarter accessories for Apple and Microsoft users, including the award-winning rugged Dux case for iPad & Surface, the innovative Dux Backpack, and the conveniently compact 3-1 ChargeTree charging stand. Founded in Australia 25 years ago, now a global leader selling in retail like Apple Store worldwide. STM is Smarter than Most.",No,,,,0013000001n9ipvaaf.png,,
001Pp000012UmK8IAK,Suzhou Aorunji Optoelectronices Co.Ltd,35225,D,,,,,,001Pp000012UmK8IAK.png,,
0014V000046OSLtQAO,TAL Education Group,56139,X,"Think Academy, a subsidiary of TAL Education Group (NYSE: TAL), has been a leader in education innovation for over 20 years, reaching 5M+ K-12 students across 10+ countries. By blending technology with expert curriculum, Think Academy is committed to creating engaging, accessible learning opportunities that shape the future of education.",,,,,0014V000046OSLtQAO.png,,
001Pp00000pU9V7IAK,Tech Up for Women,32440,D,"Tech Up for Women, www.techupforwomen.com, educating and upskilling. Everyone needs to know about technology to advance their careers. To that end, we offer upskilling resources, workshops, conferences, Tech Up Talks and a platform with education, recruiting and content on a wide range of technology, innovation and career development.",,,,,001Pp00000pU9V7IAK.jpg,,
001Pp000002LUQ9IAO,The Hong Kong Polytechnic University,50732,X,"With 85 years of proud tradition and ranking among the world's top 100 institutions, The Hong Kong Polytechnic University (PolyU) aspires to be a leading university with world-class research and education. We strive in inter-disciplinary research and impactful innovations to address real-world challenges.",,,,,001Pp000002LUQ9IAO.png,,
001Pp00001IkdUwIAJ,"Tianjin Wright Brothers Sci. & Tech. Co., Ltd.",10135,A,"Wright Technology dedicated to flight simulation R&D, hardware manufacturing, and aviation education innovation.  With presence across 18 provinces in China and markets in Eurasia, Wright Technology drives growth through a dual-engine strategy — integrating Professional Aviation Training Systems (B2B) and Youth Aviation Education (B2C).",No,,,,001Pp00001IkdUwIAJ.png,,
0013A00001UaPmiQAF,Timekettle,9163,A,"Established in 2016, Timekettle is an industry-leading translation solutions provider recognized by winning numerous international awards such as CES Innovation Award, iF Design Award, and TechCrunch. As the top-selling brand in the Translator Device industry, Timekettle now serves about 300,000 users worldwide.",No,,,,0013a00001uapmiqaf.jpg,,
0014V00001gaUTAQA2,tonies,54152,X,"tonies® is the world’s largest interactive audio platform for children with more than 9 million Tonieboxes and 100 million Tonies sold. The intuitive and award-winning audio system boosts independence and confidence in children through listening, play and exploration via extensive content for ages 1-9+ -- all without screens or ads.",No,,,,0014V00001gaUTAQA2.png,,
0014V00002JGwf4QAD,Toonsquare,62738,M,"Toonsquare is an AI-based tech and content startup developing next-generation webtoon creation software. Originating from Samsung Electronics’ C-Lab and spun off in 2019, it provides platforms that let creators worldwide easily create, edit, and share webtoons. With generative AI, Toonsquare turns ideas into visual stories.",No,,,,0014V00002JGwf4QAD.png,,
001Pp00000na2VAIAY,Tutorus Labs Inc.,62845,M,"Our company specializes in the EdTech sector, leveraging world-class generative AI and natural language processing technologies. We are the exclusive provider of core solutions for the world’s first AI-powered digital textbooks, set to be implemented in South Korea’s public education system in 2025.",,,,,001Pp00000na2VAIAY.png,,
001Pp000004QaDgIAK,Twohands Interactive Inc.,50363,X,"Twohands Interactive is an immersive solutions company with over 20 years of experience in game development and 3D spatial analysis. In 2020, we launched DIDIM, the world’s first LiDAR-based AR indoor fitness platform. By merging technology, exercise, and play, we inspire lasting healthy habits and build the future of digital healthcare.",No,,,,001Pp000004QaDgIAK.jpg,,
0014V00002F8WnRQAV,Türkiye Turcorn Pavilion,63432,M,"Explore Türkiye's Startup Scene at CES2026: Dive into dynamic tech landscapes and limitless investment opportunities. Meet 35 top Turkish startups, backed by the Ministry of Industry and Technology and regional development agencies. Join us for a glimpse into Turkiye's innovation future!",No,,,,0014V00002F8WnRQAV.png,,
001Pp00001W6yUnIAJ,Undugu LLC,60640,M,"Undugu is an Education Startup building an AI Teaching platform around the world’s first electronic abacus Hardware. We fuse real bead movement with adaptive software, tracking, analytics, and gamified lessons to modernize mental math for schools, centers, and homeschoolers worldwide, empowering teachers and parents with clear insights!!",Yes,250;000-2;000;000,Seed,<500;000,001Pp00001W6yUnIAJ.png,,
001Pp00001O41s8IAB,United States Global University,50262,X,"United States Global University (USGU) is an innovative institution offering career-focused programs in AI, robotics, business, and digital innovation. USGU empowers students with future-ready skills, flexible learning, and global partnerships to succeed in today’s evolving workforce.",Yes,2;000;001-15;000;000,Seed,> 1;000;000,001Pp00001O41s8IAB.jpg,,
0013000001KYVCYAA5,Valens Semiconductor,N231,E,"Valens is a leader in high-performance connectivity, offering the highest bandwidth, the longest reach, and the lowest error rate. The company's chipsets are integrated into countless devices from leading customers, powering state-of-the-art audio-video installations, next-generation videoconferencing, and enabling autonomous driving.",No,,,,0013000001KYVCYAA5.png,,
0013A00001UamaCQAR,Vaonis,60415,M,"Vaonis designs and manufactures innovative smart telescopes that make astronomy accessible to everyone. By combining advanced optics, high-end mechanics and elegant design, Vaonis allows users to explore and photograph the universe effortlessly through their smartphone, inspiring curiosity and connection to the cosmos.",No,,,,0013A00001UamaCQAR.png,,
0013A00001a1VBsQAM,Vasco Electronics,9677,A,"Vasco Electronics is the leader in translating solutions industry. Our goal is to make communication easier for people around the world. With our AI translators, you understand even up to 108 languages with free Internet access in nearly 200 countries.",,,,,0013A00001a1VBsQAM.png,,
001Pp00000nnd5jIAA,VCarSystem Technology USA Corp,5767,NN,"VCARSYSTEM is dedicated to the development of embedded system R&D testing toolchains, serving industries such as automotive, education, rail transportation, and aerospace.",No,,,,001Pp00000nnd5jIAA.png,,
0013000001KYVPMAA5,Vcom International Ltd.,21820,B,"VCOM Group is a high-tech company which specializes in the production, R&D, sales and service of products. The products of VCOM focus on computer peripherals,such as earphones,headphones and cables. VCOM has been devoting itself to the production of middle-high end goods and OEM products to assist customer in being competitive among other",,,,,0013000001KYVPMAA5.png,,
0013000001KYVIoAAP,Wacom Technology Corporation,Fontainebleau Hospitality Suites,O,"The Digital Ink Experience --- Wacom is the global leader of interactive pen displays and tablets used by artists and designers to create digital art, animation, special effects, and designs.   Wacom offers many digital pen & ink, and interface solutions for partners using and producing smartphones, notebooks and digital stationery.",No,,,,0013000001KYVIoAAP.png,,
001Pp00000lD1fzIAC,Waytogo,63432,M,AI-powered web platform specifically designed for professional coaching processes.,,,,,001Pp00000lD1fzIAC.png,,
001Pp00000mmy6UIAQ,Whoteach,61001,M,"WhoTeach is a B2B2C Intelligent Digital Learning Platform that supports training institutions and HR Managers to create, generate and deliver online courses through AI components such as Recommender Systems and generative-AI, reducing cost, increasing efficiency and improving the quality of the learning materials.",,,,,001Pp00000mmy6UIAQ.png,,
0014V00003pQSgBQAW,Woongjin,8563,A,"Woongjin is an IT specialized company that provides ERP, cloud, and industrial solutions.  WRMS is an enterprise IT solution that provides to manage customer's product ownership, including rental/sharing/subscription.  WDMS is a mobility industry-specific IT solution that provides automobile import, dealer sales and after-sales management",No,,,,0014V00003pQSgBQAW.png,,
0014V00001znTaFQAU,Woongjin Thinkbig,8563,A,"Woongjin ThinkBig is a global education company that combines education and technology to deliver innovative experiences to learners. Recognized for its excellence, the company was awarded the AI Innovation Award at CES 2025   Here are Woongjin ThinkBig’s flagship innovative services : Booxtory, ARpedia, and LingoCity.",,,,,0014V00001znTaFQAU.png,,
001Pp00000efWbMIAU,"Xiamen Phoenix Intelligent Tech Co., Ltd.",15753,B,"Wonderfitter is a leading innovator in virtual sports and fitness, blending advanced technology with engaging gameplay. Our smart equipment and software solutions, including archery and shooting simulators, make fitness fun, accessible, and immersive for users worldwide.",,,,,001Pp00000efWbMIAU.png,,
001Pp00000Hk8LmIAJ,XTOOL,55251,X,"Rooted in a passion for innovation, xTool was founded to make creation simple. From the start, we've dedicated ourselves to empowering all creators with advanced technology and intuitive design. Whether you're a home crafter or a small business owner, our tools support creativity in every form.",,,,,001Pp00000Hk8LmIAJ.jpg,,
001Pp00001XtxbuIAB,"Zhenxiang Optoelectronic Technology co., ltd",36400,D,"Zhenxiang Optoelectronics is a world-leading innovator in autostereoscopic 3D display technology. It provides full-industry-chain empowerment for autostereoscopic 3D, covering everything from optical design to terminal display. Its business scope includes the design of customized optical solutions, the R&D and production of optical molds,",No,,,,001Pp00001XtxbuIAB.png,,
0014V00002JI7wLQAT,"Zhongshan Tess Gift Co., Ltd.",9539,A,"TESS GIFT AI Voice Mouse has received comprehensive overseas certifications. It combines AI voice and tools, offering free access to AI chat, AI PPT, and AI drawing features. Users can enjoy a unique dual-channel experience, receiving two different responses to a single question for a truly enhanced experience.",No,,,,0014V00002JI7wLQAT.png,,
001Pp00001Xg84AIAR,ZStar Corporation,51767,X,,No,,,,001Pp00001Xg84AIAR.jpg,,
001Pp00000kSosOIAS,ZWO USA LLC,8947,A,"ZWO is a leading innovator in astrophotography gears, specializing in the development and production of high-performance astrophotography cameras, smart telescopes, optical accessories, and software solutions. Founded in 2011, ZWO is renowned for its ASI cameras, which have become the preferred choice of astrophotography enthusiasts.",No,,,,001Pp00000kSosOIAS.jpg,,
